origin,destination,hour,origin_category,dest_category,multiplier,priority_weight,expected_trips,trips
Farr Hall,The Commons,18,Residence,Dining,1.0,0.75,6.0,8
Farr Hall,The Commons,19,Residence,Dining,1.0,0.75,6.0,6
Farr Hall,The Commons,20,Residence,Dining,0.2,0.75,1.2,2
Farr Hall,The Commons,21,Residence,Dining,0.2,0.75,1.2,1
Farr Hall,The Commons,22,Residence,Dining,0.2,0.75,1.2,2
Grover M. Herman Hall,Alpha Sigma Phi,7,Admin,Greek Housing,0.2,0.125,0.2,1
Grover M. Herman Hall,Alpha Sigma Phi,8,Admin,Greek Housing,0.5,0.125,0.5,0
Grover M. Herman Hall,Alpha Sigma Phi,9,Admin,Greek Housing,0.5,0.125,0.5,0
Grover M. Herman Hall,Alpha Sigma Phi,10,Admin,Greek Housing,0.5,0.125,0.5,0
Grover M. Herman Hall,Alpha Sigma Phi,11,Admin,Greek Housing,0.5,0.125,0.5,0
Grover M. Herman Hall,Alpha Sigma Phi,12,Admin,Greek Housing,0.5,0.125,0.5,0
Grover M. Herman Hall,Alpha Sigma Phi,13,Admin,Greek Housing,0.5,0.125,0.5,0
Grover M. Herman Hall,Alpha Sigma Phi,14,Admin,Greek Housing,0.5,0.125,0.5,0
Grover M. Herman Hall,Alpha Sigma Phi,15,Admin,Greek Housing,0.5,0.125,0.5,1
Grover M. Herman Hall,Alpha Sigma Phi,16,Admin,Greek Housing,0.5,0.125,0.5,1
Grover M. Herman Hall,Alpha Sigma Phi,17,Admin,Greek Housing,0.5,0.125,0.5,0
Grover M. Herman Hall,Alpha Sigma Phi,18,Admin,Greek Housing,0.5,0.125,0.5,1
Grover M. Herman Hall,Alpha Sigma Phi,19,Admin,Greek Housing,0.2,0.125,0.2,0
Grover M. Herman Hall,Alpha Sigma Phi,20,Admin,Greek Housing,0.2,0.125,0.2,0
Grover M. Herman Hall,Alpha Sigma Phi,21,Admin,Greek Housing,0.2,0.125,0.2,0
Grover M. Herman Hall,Alpha Sigma Phi,22,Admin,Greek Housing,0.2,0.125,0.2,0
Grover M. Herman Hall,Arthur S. Keating Sports Center,7,Admin,Recreation,0.2,0.375,0.6,0
Grover M. Herman Hall,Arthur S. Keating Sports Center,8,Admin,Recreation,0.2,0.375,0.6,1
Grover M. Herman Hall,Arthur S. Keating Sports Center,9,Admin,Recreation,0.2,0.375,0.6,2
Grover M. Herman Hall,Arthur S. Keating Sports Center,10,Admin,Recreation,0.2,0.375,0.6,0
Grover M. Herman Hall,Arthur S. Keating Sports Center,11,Admin,Recreation,0.2,0.375,0.6,0
Grover M. Herman Hall,Arthur S. Keating Sports Center,12,Admin,Recreation,0.2,0.375,0.6,1
Grover M. Herman Hall,Arthur S. Keating Sports Center,13,Admin,Recreation,0.2,0.375,0.6,1
Grover M. Herman Hall,Arthur S. Keating Sports Center,14,Admin,Recreation,0.2,0.375,0.6,0
Grover M. Herman Hall,Arthur S. Keating Sports Center,15,Admin,Recreation,0.7,0.375,2.1,7
Grover M. Herman Hall,Arthur S. Keating Sports Center,16,Admin,Recreation,0.7,0.375,2.1,1
Grover M. Herman Hall,Arthur S. Keating Sports Center,17,Admin,Recreation,0.7,0.375,2.1,2
Grover M. Herman Hall,Arthur S. Keating Sports Center,18,Admin,Recreation,0.7,0.375,2.1,1
Grover M. Herman Hall,Arthur S. Keating Sports Center,19,Admin,Recreation,0.7,0.375,2.1,1
Grover M. Herman Hall,Arthur S. Keating Sports Center,20,Admin,Recreation,0.7,0.375,2.1,3
Grover M. Herman Hall,Arthur S. Keating Sports Center,21,Admin,Recreation,0.7,0.375,2.1,0
Grover M. Herman Hall,Arthur S. Keating Sports Center,22,Admin,Recreation,0.2,0.375,0.6,1
Grover M. Herman Hall,Chemistry Research Building,7,Admin,Academic,0.2,0.375,0.6,1
Grover M. Herman Hall,Chemistry Research Building,8,Admin,Academic,0.5,0.375,1.5,1
Grover M. Herman Hall,Chemistry Research Building,9,Admin,Academic,0.5,0.375,1.5,1
Grover M. Herman Hall,Chemistry Research Building,10,Admin,Academic,0.5,0.375,1.5,2
Grover M. Herman Hall,Chemistry Research Building,11,Admin,Academic,0.5,0.375,1.5,1
Grover M. Herman Hall,Chemistry Research Building,12,Admin,Academic,0.5,0.375,1.5,1
Grover M. Herman Hall,Chemistry Research Building,13,Admin,Academic,0.5,0.375,1.5,1
Grover M. Herman Hall,Chemistry Research Building,14,Admin,Academic,0.5,0.375,1.5,4
Grover M. Herman Hall,Chemistry Research Building,15,Admin,Academic,0.5,0.375,1.5,0
Grover M. Herman Hall,Chemistry Research Building,16,Admin,Academic,0.5,0.375,1.5,2
Grover M. Herman Hall,Chemistry Research Building,17,Admin,Academic,0.5,0.375,1.5,0
Grover M. Herman Hall,Chemistry Research Building,18,Admin,Academic,0.5,0.375,1.5,1
Grover M. Herman Hall,Chemistry Research Building,19,Admin,Academic,0.2,0.375,0.6,1
Grover M. Herman Hall,Chemistry Research Building,20,Admin,Academic,0.2,0.375,0.6,1
Grover M. Herman Hall,Chemistry Research Building,21,Admin,Academic,0.2,0.375,0.6,1
Grover M. Herman Hall,Chemistry Research Building,22,Admin,Academic,0.2,0.375,0.6,2
Grover M. Herman Hall,Cunningham Hall,7,Admin,Residence,0.2,0.375,0.6,4
Grover M. Herman Hall,Cunningham Hall,8,Admin,Residence,0.5,0.375,1.5,1
Grover M. Herman Hall,Cunningham Hall,9,Admin,Residence,0.5,0.375,1.5,0
Grover M. Herman Hall,Cunningham Hall,10,Admin,Residence,0.5,0.375,1.5,3
Grover M. Herman Hall,Cunningham Hall,11,Admin,Residence,0.5,0.375,1.5,2
Grover M. Herman Hall,Cunningham Hall,12,Admin,Residence,0.5,0.375,1.5,0
Grover M. Herman Hall,Cunningham Hall,13,Admin,Residence,0.5,0.375,1.5,1
Grover M. Herman Hall,Cunningham Hall,14,Admin,Residence,0.5,0.375,1.5,0
Grover M. Herman Hall,Cunningham Hall,15,Admin,Residence,0.5,0.375,1.5,2
Grover M. Herman Hall,Cunningham Hall,16,Admin,Residence,0.5,0.375,1.5,1
Grover M. Herman Hall,Cunningham Hall,17,Admin,Residence,0.5,0.375,1.5,1
Grover M. Herman Hall,Cunningham Hall,18,Admin,Residence,0.5,0.375,1.5,3
Grover M. Herman Hall,Cunningham Hall,19,Admin,Residence,0.2,0.375,0.6,1
Grover M. Herman Hall,Cunningham Hall,20,Admin,Residence,0.2,0.375,0.6,1
Grover M. Herman Hall,Cunningham Hall,21,Admin,Residence,0.2,0.375,0.6,1
Grover M. Herman Hall,Cunningham Hall,22,Admin,Residence,0.2,0.375,0.6,2
Grover M. Herman Hall,Farr Hall,7,Admin,Residence,0.2,0.375,0.6,0
Grover M. Herman Hall,Farr Hall,8,Admin,Residence,0.5,0.375,1.5,2
Grover M. Herman Hall,Farr Hall,9,Admin,Residence,0.5,0.375,1.5,3
Grover M. Herman Hall,Farr Hall,10,Admin,Residence,0.5,0.375,1.5,1
Grover M. Herman Hall,Farr Hall,11,Admin,Residence,0.5,0.375,1.5,5
Grover M. Herman Hall,Farr Hall,12,Admin,Residence,0.5,0.375,1.5,0
Grover M. Herman Hall,Farr Hall,13,Admin,Residence,0.5,0.375,1.5,2
Grover M. Herman Hall,Farr Hall,14,Admin,Residence,0.5,0.375,1.5,2
Grover M. Herman Hall,Farr Hall,15,Admin,Residence,0.5,0.375,1.5,3
Grover M. Herman Hall,Farr Hall,16,Admin,Residence,0.5,0.375,1.5,1
Grover M. Herman Hall,Farr Hall,17,Admin,Residence,0.5,0.375,1.5,2
Grover M. Herman Hall,Farr Hall,18,Admin,Residence,0.5,0.375,1.5,2
Grover M. Herman Hall,Farr Hall,19,Admin,Residence,0.2,0.375,0.6,1
Grover M. Herman Hall,Farr Hall,20,Admin,Residence,0.2,0.375,0.6,0
Grover M. Herman Hall,Farr Hall,21,Admin,Residence,0.2,0.375,0.6,1
Grover M. Herman Hall,Farr Hall,22,Admin,Residence,0.2,0.375,0.6,2
Grover M. Herman Hall,Kaplan Institute,7,Admin,Academic,0.2,0.5,0.8,2
Grover M. Herman Hall,Kaplan Institute,8,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Kaplan Institute,9,Admin,Academic,0.5,0.5,2.0,3
Grover M. Herman Hall,Kaplan Institute,10,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,Kaplan Institute,11,Admin,Academic,0.5,0.5,2.0,0
Grover M. Herman Hall,Kaplan Institute,12,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Kaplan Institute,13,Admin,Academic,0.5,0.5,2.0,4
Grover M. Herman Hall,Kaplan Institute,14,Admin,Academic,0.5,0.5,2.0,3
Grover M. Herman Hall,Kaplan Institute,15,Admin,Academic,0.5,0.5,2.0,3
Grover M. Herman Hall,Kaplan Institute,16,Admin,Academic,0.5,0.5,2.0,5
Grover M. Herman Hall,Kaplan Institute,17,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Kaplan Institute,18,Admin,Academic,0.5,0.5,2.0,4
Grover M. Herman Hall,Kaplan Institute,19,Admin,Academic,0.2,0.5,0.8,0
Grover M. Herman Hall,Kaplan Institute,20,Admin,Academic,0.2,0.5,0.8,0
Grover M. Herman Hall,Kaplan Institute,21,Admin,Academic,0.2,0.5,0.8,0
Grover M. Herman Hall,Kaplan Institute,22,Admin,Academic,0.2,0.5,0.8,0
Grover M. Herman Hall,Main Building,7,Admin,Academic,0.2,0.5,0.8,1
Grover M. Herman Hall,Main Building,8,Admin,Academic,0.5,0.5,2.0,0
Grover M. Herman Hall,Main Building,9,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Main Building,10,Admin,Academic,0.5,0.5,2.0,4
Grover M. Herman Hall,Main Building,11,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,Main Building,12,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Main Building,13,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Main Building,14,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Main Building,15,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,Main Building,16,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,Main Building,17,Admin,Academic,0.5,0.5,2.0,0
Grover M. Herman Hall,Main Building,18,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,Main Building,19,Admin,Academic,0.2,0.5,0.8,1
Grover M. Herman Hall,Main Building,20,Admin,Academic,0.2,0.5,0.8,1
Grover M. Herman Hall,Main Building,21,Admin,Academic,0.2,0.5,0.8,0
Grover M. Herman Hall,Main Building,22,Admin,Academic,0.2,0.5,0.8,1
Grover M. Herman Hall,McCormick Student Village,7,Admin,Residence,0.2,0.5,0.8,1
Grover M. Herman Hall,McCormick Student Village,8,Admin,Residence,0.5,0.5,2.0,2
Grover M. Herman Hall,McCormick Student Village,9,Admin,Residence,0.5,0.5,2.0,0
Grover M. Herman Hall,McCormick Student Village,10,Admin,Residence,0.5,0.5,2.0,3
Grover M. Herman Hall,McCormick Student Village,11,Admin,Residence,0.5,0.5,2.0,4
Grover M. Herman Hall,McCormick Student Village,12,Admin,Residence,0.5,0.5,2.0,4
Grover M. Herman Hall,McCormick Student Village,13,Admin,Residence,0.5,0.5,2.0,3
Grover M. Herman Hall,McCormick Student Village,14,Admin,Residence,0.5,0.5,2.0,3
Grover M. Herman Hall,McCormick Student Village,15,Admin,Residence,0.5,0.5,2.0,2
Grover M. Herman Hall,McCormick Student Village,16,Admin,Residence,0.5,0.5,2.0,0
Grover M. Herman Hall,McCormick Student Village,17,Admin,Residence,0.5,0.5,2.0,2
Grover M. Herman Hall,McCormick Student Village,18,Admin,Residence,0.5,0.5,2.0,3
Grover M. Herman Hall,McCormick Student Village,19,Admin,Residence,0.2,0.5,0.8,0
Grover M. Herman Hall,McCormick Student Village,20,Admin,Residence,0.2,0.5,0.8,1
Grover M. Herman Hall,McCormick Student Village,21,Admin,Residence,0.2,0.5,0.8,1
Grover M. Herman Hall,McCormick Student Village,22,Admin,Residence,0.2,0.5,0.8,1
Grover M. Herman Hall,McCormick Tribune Campus Center,7,Admin,Student Center,0.2,0.5,0.8,0
Grover M. Herman Hall,McCormick Tribune Campus Center,8,Admin,Student Center,0.5,0.5,2.0,1
Grover M. Herman Hall,McCormick Tribune Campus Center,9,Admin,Student Center,0.5,0.5,2.0,4
Grover M. Herman Hall,McCormick Tribune Campus Center,10,Admin,Student Center,0.5,0.5,2.0,1
Grover M. Herman Hall,McCormick Tribune Campus Center,11,Admin,Student Center,0.5,0.5,2.0,2
Grover M. Herman Hall,McCormick Tribune Campus Center,12,Admin,Student Center,0.5,0.5,2.0,3
Grover M. Herman Hall,McCormick Tribune Campus Center,13,Admin,Student Center,0.5,0.5,2.0,2
Grover M. Herman Hall,McCormick Tribune Campus Center,14,Admin,Student Center,0.5,0.5,2.0,2
Grover M. Herman Hall,McCormick Tribune Campus Center,15,Admin,Student Center,0.5,0.5,2.0,0
Grover M. Herman Hall,McCormick Tribune Campus Center,16,Admin,Student Center,0.5,0.5,2.0,4
Grover M. Herman Hall,McCormick Tribune Campus Center,17,Admin,Student Center,0.5,0.5,2.0,2
Grover M. Herman Hall,McCormick Tribune Campus Center,18,Admin,Student Center,0.5,0.5,2.0,2
Grover M. Herman Hall,McCormick Tribune Campus Center,19,Admin,Student Center,0.2,0.5,0.8,0
Grover M. Herman Hall,McCormick Tribune Campus Center,20,Admin,Student Center,0.2,0.5,0.8,0
Grover M. Herman Hall,McCormick Tribune Campus Center,21,Admin,Student Center,0.2,0.5,0.8,0
Grover M. Herman Hall,McCormick Tribune Campus Center,22,Admin,Student Center,0.2,0.5,0.8,1
Grover M. Herman Hall,Paul Galvin Library,7,Admin,Library,0.1,0.5,0.4,0
Grover M. Herman Hall,Paul Galvin Library,8,Admin,Library,0.1,0.5,0.4,1
Grover M. Herman Hall,Paul Galvin Library,9,Admin,Library,0.1,0.5,0.4,0
Grover M. Herman Hall,Paul Galvin Library,10,Admin,Library,0.6,0.5,2.4,4
Grover M. Herman Hall,Paul Galvin Library,11,Admin,Library,0.6,0.5,2.4,2
Grover M. Herman Hall,Paul Galvin Library,12,Admin,Library,0.6,0.5,2.4,1
Grover M. Herman Hall,Paul Galvin Library,13,Admin,Library,0.6,0.5,2.4,4
Grover M. Herman Hall,Paul Galvin Library,14,Admin,Library,0.6,0.5,2.4,0
Grover M. Herman Hall,Paul Galvin Library,15,Admin,Library,0.6,0.5,2.4,0
Grover M. Herman Hall,Paul Galvin Library,16,Admin,Library,0.6,0.5,2.4,3
Grover M. Herman Hall,Paul Galvin Library,17,Admin,Library,0.6,0.5,2.4,0
Grover M. Herman Hall,Paul Galvin Library,18,Admin,Library,0.6,0.5,2.4,2
Grover M. Herman Hall,Paul Galvin Library,19,Admin,Library,0.6,0.5,2.4,1
Grover M. Herman Hall,Paul Galvin Library,20,Admin,Library,0.6,0.5,2.4,2
Grover M. Herman Hall,Paul Galvin Library,21,Admin,Library,0.6,0.5,2.4,3
Grover M. Herman Hall,Paul Galvin Library,22,Admin,Library,0.6,0.5,2.4,2
Grover M. Herman Hall,Perlstein Hall,7,Admin,Academic,0.2,0.5,0.8,1
Grover M. Herman Hall,Perlstein Hall,8,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,Perlstein Hall,9,Admin,Academic,0.5,0.5,2.0,0
Grover M. Herman Hall,Perlstein Hall,10,Admin,Academic,0.5,0.5,2.0,3
Grover M. Herman Hall,Perlstein Hall,11,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Perlstein Hall,12,Admin,Academic,0.5,0.5,2.0,4
Grover M. Herman Hall,Perlstein Hall,13,Admin,Academic,0.5,0.5,2.0,5
Grover M. Herman Hall,Perlstein Hall,14,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Perlstein Hall,15,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Perlstein Hall,16,Admin,Academic,0.5,0.5,2.0,4
Grover M. Herman Hall,Perlstein Hall,17,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Perlstein Hall,18,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Perlstein Hall,19,Admin,Academic,0.2,0.5,0.8,0
Grover M. Herman Hall,Perlstein Hall,20,Admin,Academic,0.2,0.5,0.8,2
Grover M. Herman Hall,Perlstein Hall,21,Admin,Academic,0.2,0.5,0.8,0
Grover M. Herman Hall,Perlstein Hall,22,Admin,Academic,0.2,0.5,0.8,1
Grover M. Herman Hall,Pritzker Science Center,7,Admin,Academic,0.2,0.5,0.8,0
Grover M. Herman Hall,Pritzker Science Center,8,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Pritzker Science Center,9,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,Pritzker Science Center,10,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Pritzker Science Center,11,Admin,Academic,0.5,0.5,2.0,4
Grover M. Herman Hall,Pritzker Science Center,12,Admin,Academic,0.5,0.5,2.0,3
Grover M. Herman Hall,Pritzker Science Center,13,Admin,Academic,0.5,0.5,2.0,0
Grover M. Herman Hall,Pritzker Science Center,14,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,Pritzker Science Center,15,Admin,Academic,0.5,0.5,2.0,4
Grover M. Herman Hall,Pritzker Science Center,16,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,Pritzker Science Center,17,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,Pritzker Science Center,18,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,Pritzker Science Center,19,Admin,Academic,0.2,0.5,0.8,1
Grover M. Herman Hall,Pritzker Science Center,20,Admin,Academic,0.2,0.5,0.8,0
Grover M. Herman Hall,Pritzker Science Center,21,Admin,Academic,0.2,0.5,0.8,1
Grover M. Herman Hall,Pritzker Science Center,22,Admin,Academic,0.2,0.5,0.8,1
Grover M. Herman Hall,Rowe Village Middle,7,Admin,Residence,0.2,0.375,0.6,0
Grover M. Herman Hall,Rowe Village Middle,8,Admin,Residence,0.5,0.375,1.5,0
Grover M. Herman Hall,Rowe Village Middle,9,Admin,Residence,0.5,0.375,1.5,2
Grover M. Herman Hall,Rowe Village Middle,10,Admin,Residence,0.5,0.375,1.5,4
Grover M. Herman Hall,Rowe Village Middle,11,Admin,Residence,0.5,0.375,1.5,3
Grover M. Herman Hall,Rowe Village Middle,12,Admin,Residence,0.5,0.375,1.5,0
Grover M. Herman Hall,Rowe Village Middle,13,Admin,Residence,0.5,0.375,1.5,2
Grover M. Herman Hall,Rowe Village Middle,14,Admin,Residence,0.5,0.375,1.5,2
Grover M. Herman Hall,Rowe Village Middle,15,Admin,Residence,0.5,0.375,1.5,1
Grover M. Herman Hall,Rowe Village Middle,16,Admin,Residence,0.5,0.375,1.5,0
Grover M. Herman Hall,Rowe Village Middle,17,Admin,Residence,0.5,0.375,1.5,2
Grover M. Herman Hall,Rowe Village Middle,18,Admin,Residence,0.5,0.375,1.5,2
Grover M. Herman Hall,Rowe Village Middle,19,Admin,Residence,0.2,0.375,0.6,0
Grover M. Herman Hall,Rowe Village Middle,20,Admin,Residence,0.2,0.375,0.6,1
Grover M. Herman Hall,Rowe Village Middle,21,Admin,Residence,0.2,0.375,0.6,3
Grover M. Herman Hall,Rowe Village Middle,22,Admin,Residence,0.2,0.375,0.6,1
Grover M. Herman Hall,S.R. Crown Hall,7,Admin,Academic,0.2,0.5,0.8,0
Grover M. Herman Hall,S.R. Crown Hall,8,Admin,Academic,0.5,0.5,2.0,0
Grover M. Herman Hall,S.R. Crown Hall,9,Admin,Academic,0.5,0.5,2.0,0
Grover M. Herman Hall,S.R. Crown Hall,10,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,S.R. Crown Hall,11,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,S.R. Crown Hall,12,Admin,Academic,0.5,0.5,2.0,3
Grover M. Herman Hall,S.R. Crown Hall,13,Admin,Academic,0.5,0.5,2.0,1
Grover M. Herman Hall,S.R. Crown Hall,14,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,S.R. Crown Hall,15,Admin,Academic,0.5,0.5,2.0,0
Grover M. Herman Hall,S.R. Crown Hall,16,Admin,Academic,0.5,0.5,2.0,3
Grover M. Herman Hall,S.R. Crown Hall,17,Admin,Academic,0.5,0.5,2.0,3
Grover M. Herman Hall,S.R. Crown Hall,18,Admin,Academic,0.5,0.5,2.0,2
Grover M. Herman Hall,S.R. Crown Hall,19,Admin,Academic,0.2,0.5,0.8,0
Grover M. Herman Hall,S.R. Crown Hall,20,Admin,Academic,0.2,0.5,0.8,2
Grover M. Herman Hall,S.R. Crown Hall,21,Admin,Academic,0.2,0.5,0.8,0
Grover M. Herman Hall,S.R. Crown Hall,22,Admin,Academic,0.2,0.5,0.8,1
Grover M. Herman Hall,The Commons,7,Admin,Dining,0.5,0.5,2.0,1
Grover M. Herman Hall,The Commons,8,Admin,Dining,0.5,0.5,2.0,3
Grover M. Herman Hall,The Commons,9,Admin,Dining,0.5,0.5,2.0,1
Grover M. Herman Hall,The Commons,10,Admin,Dining,0.2,0.5,0.8,2
Grover M. Herman Hall,The Commons,11,Admin,Dining,1.0,0.5,4.0,2
Grover M. Herman Hall,The Commons,12,Admin,Dining,1.0,0.5,4.0,5
Grover M. Herman Hall,The Commons,13,Admin,Dining,1.0,0.5,4.0,2
Grover M. Herman Hall,The Commons,14,Admin,Dining,0.2,0.5,0.8,1
Grover M. Herman Hall,The Commons,15,Admin,Dining,0.2,0.5,0.8,0
Grover M. Herman Hall,The Commons,16,Admin,Dining,0.2,0.5,0.8,0
Grover M. Herman Hall,The Commons,17,Admin,Dining,1.0,0.5,4.0,3
Grover M. Herman Hall,The Commons,18,Admin,Dining,1.0,0.5,4.0,4
Grover M. Herman Hall,The Commons,19,Admin,Dining,1.0,0.5,4.0,9
Grover M. Herman Hall,The Commons,20,Admin,Dining,0.2,0.5,0.8,1
Grover M. Herman Hall,The Commons,21,Admin,Dining,0.2,0.5,0.8,1
Grover M. Herman Hall,The Commons,22,Admin,Dining,0.2,0.5,0.8,2
Kaplan Institute,Alpha Sigma Phi,7,Academic,Greek Housing,0.2,0.25,0.4,1
Kaplan Institute,Alpha Sigma Phi,8,Academic,Greek Housing,0.5,0.25,1.0,1
Kaplan Institute,Alpha Sigma Phi,9,Academic,Greek Housing,0.5,0.25,1.0,1
Kaplan Institute,Alpha Sigma Phi,10,Academic,Greek Housing,0.5,0.25,1.0,0
Kaplan Institute,Alpha Sigma Phi,11,Academic,Greek Housing,0.5,0.25,1.0,2
Kaplan Institute,Alpha Sigma Phi,12,Academic,Greek Housing,0.5,0.25,1.0,0
Kaplan Institute,Alpha Sigma Phi,13,Academic,Greek Housing,0.5,0.25,1.0,1
Kaplan Institute,Alpha Sigma Phi,14,Academic,Greek Housing,0.5,0.25,1.0,0
Kaplan Institute,Alpha Sigma Phi,15,Academic,Greek Housing,0.5,0.25,1.0,0
Kaplan Institute,Alpha Sigma Phi,16,Academic,Greek Housing,0.5,0.25,1.0,0
Kaplan Institute,Alpha Sigma Phi,17,Academic,Greek Housing,0.5,0.25,1.0,3
Kaplan Institute,Alpha Sigma Phi,18,Academic,Greek Housing,0.5,0.25,1.0,0
Kaplan Institute,Alpha Sigma Phi,19,Academic,Greek Housing,0.2,0.25,0.4,1
Kaplan Institute,Alpha Sigma Phi,20,Academic,Greek Housing,0.2,0.25,0.4,1
Kaplan Institute,Alpha Sigma Phi,21,Academic,Greek Housing,0.2,0.25,0.4,1
Kaplan Institute,Alpha Sigma Phi,22,Academic,Greek Housing,0.2,0.25,0.4,1
Kaplan Institute,Arthur S. Keating Sports Center,7,Academic,Recreation,0.2,0.75,1.2,2
Kaplan Institute,Arthur S. Keating Sports Center,8,Academic,Recreation,0.2,0.75,1.2,0
Kaplan Institute,Arthur S. Keating Sports Center,9,Academic,Recreation,0.2,0.75,1.2,1
Kaplan Institute,Arthur S. Keating Sports Center,10,Academic,Recreation,0.2,0.75,1.2,1
Kaplan Institute,Arthur S. Keating Sports Center,11,Academic,Recreation,0.2,0.75,1.2,1
Kaplan Institute,Arthur S. Keating Sports Center,12,Academic,Recreation,0.2,0.75,1.2,1
Kaplan Institute,Arthur S. Keating Sports Center,13,Academic,Recreation,0.2,0.75,1.2,0
Kaplan Institute,Arthur S. Keating Sports Center,14,Academic,Recreation,0.2,0.75,1.2,2
Kaplan Institute,Arthur S. Keating Sports Center,15,Academic,Recreation,0.7,0.75,4.2,2
Kaplan Institute,Arthur S. Keating Sports Center,16,Academic,Recreation,0.7,0.75,4.2,1
Kaplan Institute,Arthur S. Keating Sports Center,17,Academic,Recreation,0.7,0.75,4.2,3
Kaplan Institute,Arthur S. Keating Sports Center,18,Academic,Recreation,0.7,0.75,4.2,6
Kaplan Institute,Arthur S. Keating Sports Center,19,Academic,Recreation,0.7,0.75,4.2,1
Kaplan Institute,Arthur S. Keating Sports Center,20,Academic,Recreation,0.7,0.75,4.2,2
Kaplan Institute,Arthur S. Keating Sports Center,21,Academic,Recreation,0.7,0.75,4.2,1
Kaplan Institute,Arthur S. Keating Sports Center,22,Academic,Recreation,0.2,0.75,1.2,1
Kaplan Institute,Chemistry Research Building,7,Academic,Academic,0.2,0.75,1.2,0
Kaplan Institute,Chemistry Research Building,8,Academic,Academic,0.5,0.75,3.0,4
Kaplan Institute,Chemistry Research Building,9,Academic,Academic,0.5,0.75,3.0,4
Kaplan Institute,Chemistry Research Building,10,Academic,Academic,0.5,0.75,3.0,1
Kaplan Institute,Chemistry Research Building,11,Academic,Academic,0.5,0.75,3.0,3
Kaplan Institute,Chemistry Research Building,12,Academic,Academic,0.5,0.75,3.0,3
Kaplan Institute,Chemistry Research Building,13,Academic,Academic,0.5,0.75,3.0,2
Kaplan Institute,Chemistry Research Building,14,Academic,Academic,0.5,0.75,3.0,2
Kaplan Institute,Chemistry Research Building,15,Academic,Academic,0.5,0.75,3.0,3
Kaplan Institute,Chemistry Research Building,16,Academic,Academic,0.5,0.75,3.0,2
